ETKINLIK_ADI,ICERIK_ACIKLAMA
Kaynak Dergisi Makaleleri - Başarı ve Sonuç Odaklılık,"Yapılan işe yüklenilen anlam işin yapılış biçimini etkileyebiliyor. Kişinin enerjisini ve motivasyonunu yaratabildiği gibi tamamen de yok edebilmektedir. Görevlerinin anlamsız ve gereksiz olduğunu düşünen kişilerin işlerine yansıttıkları davranışları büyük   bir olasılıkla kurumun beklentisinin altında kalacaktır. İnsanların enerjilerini harekete geçiren, motivasyonlarını yaratan tabiî ki birçok sebep vardır. Bu bazen vizyon sahibi olmak, sevdiği işi yapmak, iyi para kazanmak, saygı görmek, rahat bir çalışma ortamında   sevdiği arkadaşlarıyla çalışmak olabilir. Ancak Türkiye koşullarında çalışanlar, kurumlarından beklediklerinin birçoğunu elde edemeyebilir. Kişiyi görevine veya kurumuna bağlayacak bir neden olmadığında ise bir süre sonra kişi görevini söylene söylene yapmaya   başlayabilir ve kişinin işi için harcadığı enerjisi düşebilir. Takdirin kişi üzerindeki motivasyonu tartışılmazdır. Ancak rekabetçi iş ortamı, çalışanlardan hizmette mükemmellik ve sürekli motivasyon bekler. İşte bu durumda çalışanlara yaptıkları işin anlam   ve değerini açıklamak ve işlerine anlam katmalarında destek olmak aranılan yönetici davranışlarından biri olarak karşımıza çıkmaktadır. Bazen birey kendi başına yapmış olduğu işin değerini anlamakta zorlanabilir. Anlamasını sağlayarak beklenti ötesinde motivasyon   yaratılabilir."
Kaynak Dergisi Makaleleri - Başarı ve Sonuç Odaklılık,"İş yaşamında kişinin stresini azaltan faktörlerden “adanmışlık” aynı zamanda yönetimlerin kurumda en üst düzeyden en alta kadar aradıkları bir özellik olsa gerek... İş doyumu yüksek ve kurumuna bağlı çalışanlara sahip olmak kuruluşları ancak ortalama üstü bir performansa taşıyabilir. Uygun yüksek performansa adanmış çalışanlarla ulaşmak mümkün oluyor. Tüm çalışanların işlerine adanmışlık düzeyinde sahip çıkmaları hiç kolay olmuyor. Bunu kişinin profesyonellik anlayışının bir parçası olarak düşünmek oldukça iyimser bir beklentidir. Yapılması gereken, adanmışlığı kurum kültürünün bir bileşeni haline getirebilecek, sihirli değneği bulmak...Değerlerin hayata geçmesi, kurumların duvarlarına asılan panoların büyüklüğü ile doğru orantılı değildir. Değerler konuşularak uygulanır hale gelir, uygulandıkça da yerleşir, içselleştirilir."
Kaynak Dergisi Makaleleri - Başarı ve Sonuç Odaklılık,"Notre Dame Üniversitesi yönetim bilimi uzmanlarından M. Crant tarafından yapılan, iş hayatında başarının sırrını araştıran bir çalışmada bütün yollar proaktif kişiliğe çıkıyor.  Crant'e göre proaktif kişiler, inisiyatif gösteren, harekete geçen ve anlamlı bir değişim gerçekleştirmeden işin peşini bırakmayan azimli insanlar. Bu varsayımını sınamak için Crant bir proaktif kişilik ölçeği hazırlamış, 131 emlak komisyoncusuna bu ölçeği uygulamış. Sonra da onların onayı, işverenlerinin de işbirliğiyle dokuz ay boyunca Crant bu kişilerin iş sonuçlarını takip etmiş. Araştırmaya katılan emlak komisyoncularının iş sonuçlarını değerlendirmek için, portföylerine aldıkları satılık ev sayısına, satışını gerçekleştirdikleri ev sayısına ve kazandıkları komisyon miktarına bakılmış. Sonra ne olmuş dersiniz? Proaktif Kişilik Ölçeğinde en yüksek puanı alan emlakçilerin aynı zamanda en çok para kazanan kişiler olduğu ortaya çıkmış. Çünkü bu kişiler, satışa çıkarılan ev ilanlarını tarayıp sahipleriyle temasa geçip bunları portföylerine almak için en yüksek çabayı harcamışlar. Proaktif Kişilik Ölçeğinin özellikle de satış yapanlar, yatırım araçları pazarlayanlar, sigortacılar ve otomobil satıcıları için önemli ipuçları verdiği söyleniyor."
Kaynak Dergisi Makaleleri - Başarı ve Sonuç Odaklılık,"Batı iş dünyası proaktif davranışı yere göğe koyamaz, proaktif kişileri tüm çalışanlarına örnek gösterirken, Singapur Yönetim Üniversitesi Ekonomi ve Sosyal Bilimler Fakültesi'nden Prof. Chan, farklı bir bakış açısı getiriyor. Durumu değerlendirme yetisinden yoksun kişilerde proaktif davranışın iş ortamları için tehlikeli olduğunu, proaktif özelliklerin yalnızca durum değerlendirme yetisine sahip kişilerde olumlu sonuçlar verdiğini savunuyor."
Kaynak Dergisi Makaleleri - Başarı ve Sonuç Odaklılık,"Bu yazı, Prof. Dr. Acar Baltaş’la “Güçlü Yönlere Odaklanma”  ile ilgili söyleyişidir."
Kaynak Dergisi Makaleleri - Başarı ve Sonuç Odaklılık,"21. Yüzyılda “vizyonu” olmayan bir şirket rekabette öne geçebilir mi? cevabınız “hayır” ise kendinize şu soruyu sormalısınız; 21.Yüzyılda vizyonu olmayan bir insan istediği yere ulaşabilir mi?  Birçok kişi on yıl sonra nerede, ne yapıyor olacağı ile ilgili bir tahmin yürütmez, daha doğrusu bu konu üzerinde fazla düşünmez. Etrafımıza baktığımızda on yıl sonra ile ilgili bir plan yapmanın hayalcilik olduğunu söyleyenlerin sayısının fazla olduğunu görürüz. Genellikle Türkiye koşullarındaki belirsizlik nedeniyle vizyon tayin etmenin güç olduğu söylenir. Bu düşünce insanı hedeflerine ulaşmak için gayret göstermekten uzaklaştırır. Sonuçta bu kişiler ilerleyen zamanlarda kendilerini rahatlatmak amacıyla kurban rolü oynamayı seçerler. Kişilik, “nasıl” davrandığımızı, değerler ise “neden” öyle davrandığımızı belirler. Yani davranışlarımızın, seçimlerimizin, ilgi alanlarımızın, odağımızın temelinde aslında değerlerimiz yatar. Birey; çalıştığı kurumun vizyon ve değerleriyle örtüşen kişisel vizyon ve değerlere sahip olduğu durumlarda yüksek performans göstermekte ve başarı ortaya çıkmaktadır. Birey kariyerinde yol alırken, kurum bunun yansımalarını hizmet ve ürün kalitesinde çıktı olarak görebilmektedir. Vizyon ve değer ortaklığı kurumu olduğu kadar kişiyi de zirveye taşımaktadır."
Kaynak Dergisi Makaleleri - Değişim,"Bazen değişimin ve yeni fırsatların farkına varmamız çok uzun sürer. Ancak bilgiye sahipsek ve sahip olduğumuz bilgiden yeterince yararlanabiliyorsak, değişime hazır olabiliriz ve hatta onu kendimiz için bir fırsata çevirebiliriz.  Organizasyonların bilgi sermayesi, yüksek değerli ürünlerin meydana getirilebilmesi için elde edilmiş bir stoktur. Bu stok ancak organizasyonel öğrenme ile akışkan hale gelebilir; çünkü akış, stoklanan bilginin organizasyon tarafından özümsenmesi ve benimsenmesini sağlar. Bunu sağlayacak kurum kültürü, yapısal yeterlilik ve güven ortamına sahip olmayan organizasyonlarda, bilgi stokundan yeterince yararlanmak mümkün olmaz."
Kaynak Dergisi Makaleleri - Değişim,"İnsanlar kendilerinin modern ve gelişmeye açık olduğunu düşünmeye yatkındır. Sokağa çıkıp değişimi sorsanız, herkes olumlu görüş belirtir. “Değişim mi? Evet, çok önemli”, “Değişim olmazsa gelişme olmaz” gibi. Bu görüşlere bakarsak, iş yaşamında da değişimi gerçekleştirmenin kolay olduğunu düşünebiliriz. Ancak aksine, insanlar çoğunlukla değişime direnç gösterir. Değişimle ilgili tutumlarla davranışlar arasında bir uçurum göze çarpar. Bu uçurumun nedenlerini bireysel ve kurumsal olarak iki grupta toplayabiliriz: Değişimin Karşısındaki Psikolojik Engeller ve değişimin karşısındaki kurumsal engeller"
Kaynak Dergisi Makaleleri - Değişim,"Günümüzde klasik zaman yönetimi stratejilerinin yerini kendi kendini yönetme yaklaşımı almaktadır. Bu yaklaşımda değerlerinizi her adımda yeniden tanımlamaya, gelecek ile ilgili planlama yapmaya ve yapılacak bazı acil işlere “hayır” demeye ihtiyacınız olacaktır. Bu yolda ilerlerken engellemeleri tecrübe etmek için kendinize izin verin. Örneğin şu anda ilk bilgisayar başına oturduğunuz anı hayal edin, her şey ne kadar zor görünmüştür size… İlk denemede mükemmel yapılan çok az görev vardır. Kendinize şans tanıyın ve üzerinde çalışın. Bir konuda gelişim kaydetmek, bir şeyleri değiştirmek zordur ancak değişim sanıldığından daha caziptir. Değişimin cazibesi sadece cesaretli ve mücadeleye hazır kişiler tarafından takdir edilebilir. Değişim yavaş olmalıdır. Yaşamınıza büyük değişimler getirmek kargaşaya ve düzensizliğe neden olur. Zaman yönetimi uygulamalarınızın hemen bir gecede hayata geçmesini beklemeyin. Bu dönemin sonunda ölçülemez bir ödülü olan yavaş bir süreç olduğunu hatırlayın. Şimdi, bugüne kadar tüm davranışlarınızın nedeni olan değerlerinizi tekrar gözden geçirerek yaşama dört elle sarılmayı tecrübe ediyorsunuz, yeniden öğrenme zaman alan bir süreçtir."
Kaynak Dergisi Makaleleri - Değişim,"İnsanlar vardır; değişim deyince taş kesilir, yengeç gibi içlerine kapanır ve savunmaya geçer... İnsanlar vardır; değişimde filizlenir, boy atar, çiçek açar... “Değişime uyumlu” kişiler yeni koşullar karşısında yalnızca uyum sağlamakla kalmaz, değişimden beslenir, büyüyerek gelişirler. “Hayatın her gün bir önceki günden farklı olduğu” çağımızın karmaşık iş ortamlarında, değişim ve değişime uyum kaçınılmazdır. Kurumları ve giderek toplumları ileri götüren değişimi tetikleyen ve değişime önayak olan kişilerdir. Bu tür kişilerin başarısı ise değişimi içine sindirmekte zorluk çekmeyen, değişime arka çıkan insanların varlığına bağlıdır."
Kaynak Dergisi Makaleleri - Değişim,"Köklü değişim ve küçülme süreçlerinde, işini koruyabilen çalışanların yaşadığı olumsuz deneyimler geride kalan sendromu olarak tanımlanır. Küçülmeyi izleyen geçici verimlilik artışının ardından gelen hızlı verimlilik düşüşü, moral bozukluğu, sağlık sorunları ve çatışmalar bu dönemin en sık rastlanan sonuçlarıdır. Çalışanlarda şaşkınlık, korku, duygu körelmesi, depresyon, diğer zihinsel ve duygusal tepkiler gözlemlenir. Sağlıkla ilgili olarak görülen başlıca belirtiler ise; uyku bozukluğu, yüksek tansiyon, aile içi çatışmalarda artış, yüksek kaygı ve karamsarlıktır. Kriz dönemlerinde çalışanların yaşadığı olumsuzluklar uzun vadede kurumun etkinliğine ve iş sonuçlarına zarar verir. Lider davranışı benimseyenlerin alması gereken önlemler kısaca bireysel, kurumsal ve liderlik düzeyinde olmak üzere üç boyutta incelenebilir."
Kaynak Dergisi Makaleleri - Değişim,"Değişim sürecinden geçen kurumlarda belirsizliğin, yeniliğin, bilinmezliğin getirdiği bir güvensizlik ortamı yaşanabilmektedir.  Bu değişimin sonucunda çalışanların kendilerini aldatılmış veya mağlup hissettikleri, verilen sözlerin tutulmadığını düşündükleri veya değişim sonucunda işe başlarken anlaştıkları şartların değiştiğini, düşündükleri durumlar olabilmektedir.  Bu gibi durumlarda güveni tekrar oluşturmak, kurumlar açısından hayati önem taşımaktadır.  Kurum içi güveni tekrar oluştururken takip edilmesi gereken yedi adım bulunmaktadır: Gerçekle yüzleşmek, Duyguları ifade etmek, Destek almak, Durumu yeniden tanımlanmak, Sorumluluk almak, Bağışlamak, Geleceğe odaklanmak."
Kaynak Dergisi Makaleleri - Değişim,"Araştırmalar, kurumsal değişim projesi uygulayan şirketlerin yüzde 70'inde, insan kaynakları uygulamalarının çok önemli olduğunu ortaya koyuyor. Gerçekte ise değişim sürecinde insan kaynakları uygulamalarına öncelik veren şirketlerin oranı sadece yüzde 10. Bu şirketlerde de kaynakların ancak yüzde 15'i insan kaynaklarıyla ilgili alanlara kaydırılmakta. Kurumlarda sistemler buzdağına benzer. Görünen yüzünde, ürünler ve hizmetler, kurumsal yapılar, prosedürler, kurallar vardır. Kurum kültürü ise, buzdağının suyun altında kalan ve görünmeyen yönüdür. Roller, ilişkiler, değerler, normlar, tutumlar, beceriler, iletişim ağları bu bölümde yer alır. Pek çok değişim projesinde, değişimin finansal ve yapısal yönüne ağırlık verilirken, aynı değişimin çalışanlar üzerindeki etkileri öngörülemediği için, “direnç”le karşılaşılır."
Kaynak Dergisi Makaleleri - Değişim,"Teknolojik yenilikler, hizmet sektöründeki gelişmeler ve küreselleşme sonucunda paranın, teknolojinin ve insan kaynağının serbest dolaşımı, firmalara rekabet üstünlüğü sağlayan varlıkların niteliğini değiştirdi. Çalışan yetkinlikleri, organizasyonun öğrenme  yeteneği ve çalışan bağlılığının ekonomik değeri karşısında taşınmazların/sabit varlıkların değeri oldukça azaldı. Çalışanın şirketine yatırım yapması, bir yandan, işe çekicilik kazandırmayı ve çalışanı işte tutmayı, bir yandan da, işyerinin performansından,  kârlılığından ve geleceğinden kendini sorumlu hissetmesini hedefliyor. Sonuç olarak, çalışan ve işveren arasındaki dengeler değişti. Bugün, çalışanların hızla iş değiştirmesi gelişmiş ülkelerin en önemli sorunlarının başında geliyor. Çalışanın işe olan bağlılığını  artırmanın gerekliliği, firmaları, çalışanlarına hisse satmaya ve çalışanları da, çalıştıkları kurumların hisselerini talep etmeye yöneltti."
Kaynak Dergisi Makaleleri - Değişim,"Bir gün önce yaptığımız yorumu, bugün yeniden gözden geçirmeyi gerektirecek hızda ve kapsamda bir değişim ve dönüşüm dönemecinden geçiyoruz.. Çalışma hayatı, bu değişimin yarattığı ivmeyle bize yeni imkanlar sunmaya hazırlanıyor; hayat karmaşıklaşıyor. Bilgi ekonomisi, genç insanlara ve bu değişime ayak uyduranlara hızlı ilerleme, daha çok başarma, daha çok aranan ve istenen bir çalışan olma imkanı sunuyor."
Kaynak Dergisi Makaleleri - Etkileme,"Etkileme becerisi grup liderliğinin olduğu kadar bireysel liderliğin de temel yetkinliklerinden biri olarak dikkat çekiyor. Öte yandan karşılıklı bağımlılık üzerine kurulu çağdaş dünyanın gereklerinden olan ekip çalışması da etkileme becerileriyle güçleniyor. Dünyanın önde gelen şirketleri ve danışmanlık kurumları etkileme becerilerini çalışanlarının repertuarına yerleştirmek ve iş sonuçlarını geliştirmek için işbirliği yapıyorlar. GlaxoSmithKline ve Center for Creative Leadership işbirliği bu gelişmelere bir örnek. Satış temsilcileri müşterilerini ikna etmeye ve etkilemeye alışkındır; bu onların rollerinin ayrılmaz bir parçasıdır. Ancak bu örnekte GlaxoSmithKline'ın tıbbi satış temsilcilerinden beklenen, etkileme becerilerini satış ekibinin performansını geliştirmek amacıyla kullanmaları."
Kaynak Dergisi Makaleleri - Etkileme,"Etkileme ve etki yaratma, bireyin kendi fikirleri, planları ve amaçları doğrultusunda, ilişki biçimini stratejik olarak belirleyip, karşısındakinin düşüncelerine, duygularına ve davranışlarına yön verme becerisidir. Bu tanım, ‘güç' kavramıyla yakından ilişkilidir. Nitekim güç de, kişinin kendi istekleri ve amaçları doğrultusunda insanlara ve kararlara yön verme ve kaynakları kontrol etme potansiyelidir. Bireyin bu potansiyeli kullanarak karşı tarafta ortaya çıkmasına neden olduğu düşünsel, duygusal veya davranışsal değişiklikler sonucunda etki yaratılmış olur."
Kaynak Dergisi Makaleleri - Etkileme,"Etkileme başarılı olduğu zaman, kişi birlikte çalıştığı insanların desteğini kazanır, onların inanarak harekete geçmesini sağlar. Etkilemenin doğurduğu sonucu, çalışanların tepkilerini inceleyerek gözlemleyebiliriz. Her etkileme çabası başarılı olmaz. Beklediğiniz heyecanı yaratamayabilir, son derece soğuk da karşılanabilirsiniz. Böyle durumlarda doğru davranış, vazgeçmek ve geri çekilmek yerine, etkileme yaklaşımını değerlendirmektir. Etkileme çabası sonucunda karşılaşılan tepkiler üç başlık altında toplanabilir: Direnç, itaat ve bağlanma ya da benimseme."
